,passes_per90,pass_success_rate,dribble_success_rate,shots_per90,total_pxt_per90,final_third_actions_per90,opponent_box_actions_per90,between_lines_receptions_per90,wide_availability_per90,box_availability_per90,hold_up_actions_per90,interceptions_per90,loose_ball_regains_per90,ground_duels_per90,clearances_per90,blocks_per90,high_pressure_actions_per90
59,-0.892137856999788,1.04256394917019,0.7506168837278407,-0.11168327827316919,-0.6649106109853296,-0.31813198476914417,-0.8769108451884277,-0.14514841829289699,-0.20737736650493727,-0.5155051284414176,-0.6917222056715657,-0.0901699573144,-0.8340297691676343,0.19827719553743986,-0.21061227391070922,0.07069628255053464,-0.530130584333985
60,-1.4982236462234948,-0.5198842414579498,-3.3226016531152394,1.4571251978493691,-0.47232087499719644,-0.09803921853728592,0.7598856188353635,0.044202098387410835,-0.9746621095198437,-0.5155051284414176,1.0950196136375794,-1.368418036099954,-0.6335888387673327,-0.30672969290143204,0.638170252623953,-0.38658241319301284,0.23754117854569728
61,-0.7686893675557994,-0.2948917020074977,-0.6491145722319811,-0.0423164982134363,0.20627512283732924,0.8334686822886131,-0.018511834525385733,0.9302266668255559,-0.4031541928928903,-0.5155051284414176,1.2091318362746886,-0.8923699306934418,-0.9834554921308716,-0.3713267147349872,-0.6641181767399813,-0.4450743715587274,-0.2824485152369028
62,0.8744996922083839,1.1247980644664082,0.7506168837278407,-0.11168327827316919,-0.7870640253657459,-1.0665036205113743,-0.6848352135890958,-1.0162262453766269,-0.5483928078448957,-0.5155051284414176,-0.9656940879113903,-1.368418036099954,1.0101653581847034,-1.0922690282403074,-1.2381163338412584,-1.097880438907952,-1.121524722238718
67,1.0167352583126759,-0.3005932673347018,0.7506168837278407,-0.7032121575884003,-0.7140250970292089,-0.5317998737238618,-0.48963679264472554,-0.7235066211963466,1.0021164577982824,-0.5155051284414176,-0.4110689203752357,0.7793136911783415,0.10305937060258344,-1.0922690282403074,-0.7201879818933127,-0.5088423620066921,-0.25744603590917237
68,-0.41955397955769946,-1.8284346011090167,-0.8240810042269581,0.48946275063166444,-0.16166208121134437,0.3114147559721537,1.059459417530083,-0.8698664332864867,0.658328880873391,0.9389998174483778,0.6937271459927367,0.34976734572268225,0.10305937060258344,2.1603238561081612,1.3515254258984701,0.6692337917958276,1.1053005180983382
70,-1.1085692052099483,-0.0511497842695077,-1.0490378453633586,-0.021484143968126406,-0.5811362123663872,0.2928699646564968,-0.8769108451884277,-0.6815916076145069,0.3026369532915613,-0.5155051284414176,-0.6081691367814633,-0.3863104229453974,-0.42774810566060373,-0.34860160608534024,-0.05393357242796669,-0.4244970125526654,-1.3764745853379994
71,-0.6924434593988342,-1.9057078540150825,0.7506168837278407,0.07327127050234722,0.5520237566203623,0.46073947649162045,0.3837507225916361,-0.44450648581830593,0.03253112890266139,-0.5155051284414176,0.1988749617358003,-0.24980435002508683,-0.5457156313792014,0.6017949321001521,0.1106595294025336,0.43607756448748497,0.6847755951785954
72,0.21241328510526583,0.43246513187729757,0.266094456664826,-0.7032121575884003,-0.8116822818375907,-1.064356481952924,-0.8769108451884277,0.30101206343463444,-0.8887152152886207,-0.5155051284414176,0.14132911280875057,0.34976734572268225,1.4974493981873733,-1.0922690282403074,-0.7201879818933127,1.2582718686970875,1.2756438373492769
73,-0.3204313327064678,-1.2206185814972363,-0.7314517167002056,-0.021484143968126406,0.36682835543452,0.4450735350368672,2.000824230580856,0.8242642623150335,-0.7781545613950122,-0.5155051284414176,1.2863213633277917,0.10474338363188102,-0.16207226022396368,1.138733238224594,1.130249188985325,-0.4244970125526654,2.6155942395433076
74,-0.6176365001199924,-1.1151025997924788,-1.9488652099089574,0.07327127050234722,-0.479058639789089,0.46073947649162045,-0.1205139045203894,-0.6350797390044128,-0.19128959074678414,-0.5155051284414176,1.6374158936228156,0.30950249301234667,-0.5457156313792014,-1.0922690282403074,-1.2381163338412584,3.3496287335043466,2.791893392225839
75,0.49967113267934055,0.546256876853016,0.4101416647105876,-0.7032121575884003,-0.9550454734411606,-1.2862550687150336,-0.6832738189165766,-1.0162262453766269,-0.9746621095198437,-0.5155051284414176,-0.9634669535592219,0.34976734572268225,0.8002543843949783,0.20876812549908008,0.8335970739505243,-1.097880438907952,-0.7684759936619889
76,-0.8791665356762195,-0.0511497842695077,-2.213520317128252,-0.7032121575884003,-0.6202685461189157,-0.22114185225690872,-0.29599976637287445,0.30101206343463444,-0.5449276383637293,0.9389998174483778,0.41752812940074363,1.6384063820896595,-1.058932319051408,2.810842432977855,2.387382129794361,0.6692337917958276,0.25358392184364426
79,1.0167352583126759,0.43913568244483925,0.43567730613688066,-0.7032121575884003,-0.8774484935857557,-1.1974956340101899,-0.8769108451884277,-1.0162262453766269,0.2285944097172767,-0.5155051284414176,-0.4110689203752357,-0.07977899973297677,2.4270427499105667,-0.44175045137061364,1.3515254258984701,1.2582718686970875,1.3608154969747468
82,-0.11042886963621507,0.5217478856274766,0.7506168837278407,-0.7032121575884003,-1.0316347114072089,-1.3306347860674554,-0.8769108451884277,-0.42535211030786735,-0.5409382267008084,-0.5155051284414176,-0.9609028781777077,-0.5013500147678965,0.5894305931206375,0.8774038414746649,0.3300931832443757,-0.5033740658107355,-0.8370432579307928
83,-0.15349306986398456,-0.8128432772007258,0.7506168837278407,-0.7032121575884003,-0.3966097748535535,0.1801496900131943,-0.026351376516456644,-0.5340571333925317,0.9129661529769237,-0.5155051284414176,-0.3297533878706226,-0.8967175581554323,-0.22489688609165742,-1.0922690282403074,-0.6693603573570314,-1.097880438907952,-0.11693981123283624
86,-0.6902780434056843,0.4075043620116555,-0.14921048081775823,-0.7032121575884003,-0.9178913526115542,-0.7035507965655862,-0.8769108451884277,-1.0162262453766269,0.8469781983201046,-0.5155051284414176,0.1541494897163211,-0.5013500147678965,0.12031900792774912,2.1905190879513134,2.4210392060252213,-0.5033740658107355,0.10854253837429066
88,0.9065442503520234,-1.6620877463309347,-0.9672353576773942,2.4997715611505025,2.2591971156476816,0.8146733784308308,1.8965355794565366,2.3902595710175154,0.2563478429893042,2.0885884813100724,2.9225832273876313,0.16967077749138873,-0.5078943273130411,0.07239615480909727,-0.31083594512338003,-1.097880438907952,1.0174664969399154
90,0.9912845605257768,0.9822589312862966,0.7506168837278407,-0.10133864399479245,-0.23467040275920742,-0.5691756559580426,-0.8769108451884277,2.67673709880312,-0.45419345013700135,-0.5155051284414176,1.5479649495838572,0.36571800656416087,0.12031900792774912,-0.43571140500198324,0.3300931832443757,1.2801450534809136,0.45239191884886687
92,0.024437556509099873,-0.7282106668750352,0.7506168837278407,-0.7032121575884003,-0.15263351371222364,0.19835490837211334,-0.3637363326749689,-0.04652372170389154,-0.17744812935205212,-0.5155051284414176,0.5902822895543358,-0.7992287630688857,-0.5243287861222418,0.6317274614464518,-1.2381163338412584,-0.31734963396444654,1.5335842463136389
93,-0.9652359132424702,-2.8126079244121915,-1.3489803002118905,0.0869910080933474,-0.31666236747867293,0.0219330205521631,0.14943817983848975,0.34135728776520263,-0.5191112637096771,1.4118506075104011,0.22429263761322563,-0.2300394900378174,-0.21637914944185138,0.6317274614464518,0.13449114028221473,-0.31734963396444654,-0.1593225449306674
94,1.6291186516721932,0.2635404851105257,0.7506168837278407,0.5005348695988154,-0.3782274970653781,-1.1066762183882164,0.10026236907820996,-1.0162262453766269,-0.7144277798284225,-0.5155051284414176,-1.239665970151215,0.36571800656416087,1.7622095561028572,-0.43571140500198324,-0.1926433224508356,0.0911323072864808,-0.06338215186299728
99,0.3512242084553788,-0.534764700416313,-0.6491145722319811,-0.7032121575884003,-0.8908062942549428,-0.9894899043718249,-0.8769108451884277,-1.0162262453766269,0.25229626110305503,-0.5155051284414176,-0.6330575819641534,0.990084353622655,2.071948784036561,0.3364472295861719,1.6056635485798765,0.19580786896069424,1.1924815857543016
101,-0.12204809281254117,1.6107269275804232,-0.509141426635998,0.36444908199123394,0.20464505269389333,1.2914085260971166,0.5098123671340544,2.128222200525658,-0.6669096213925567,-0.5155051284414176,-0.25067229754894826,3.19716660306997,-0.923971995823295,2.9927127189847296,2.471005221030255,-0.04328774309521555,1.7799079557653803
